23404000	0
23408000	0
23412000	0
23416000	0
23420000	0
23424000	0
23428000	0
23432000	0
23436000	0
23440000	0
23444000	0
23448000	0
23452000	0
23456000	0
23460000	0
23464000	0
23468000	0
23472000	0
23476000	0
23480000	0
23484000	0
23488000	0
23492000	0
23496000	0
23500000	0
23504000	0
23508000	0
23512000	0
23516000	0
23520000	0
23524000	0
23528000	0
23532000	0
23536000	0
23540000	0
23544000	0
23548000	0
23552000	0
23556000	0
23560000	0
23564000	0
23568000	0
23572000	0
23576000	0
23580000	0
23584000	0
23588000	0
23592000	0
23596000	0
23600000	0
23604000	0
23608000	0
23612000	0
23616000	0
23620000	0
23624000	0
23628000	0
23632000	0
23636000	0
23640000	0
23644000	0
23648000	0
23652000	0
23656000	0
23660000	0
23664000	0
23668000	0
23672000	0
23676000	0
23680000	0
23684000	0
23688000	0
23692000	0
23696000	0
23700000	0
23704000	0
23708000	0
23712000	0
23716000	0
23720000	0
23724000	0
23728000	0
23732000	0
23736000	0
23740000	0
23744000	0
23748000	0
23752000	0
23756000	0
23760000	0
23764000	0
23768000	0
23772000	0
23776000	0
23780000	0
23784000	0
23788000	0
23792000	0
23796000	0
23800000	0
23804000	0
23808000	0
23812000	0
23816000	0
23820000	0
23824000	0
23828000	0
23832000	0
23836000	0
23840000	0
23844000	0
23848000	0
23852000	0
23856000	0
23860000	0
23864000	0
23868000	0
23872000	0
23876000	0
23880000	0
23884000	0
23888000	0
23892000	0
23896000	0
23900000	0
23904000	0
23908000	0
23912000	0
23916000	0
23920000	0
23924000	0
23928000	0
23932000	0
23936000	0
23940000	0
23944000	0
23948000	0
23952000	0
23956000	0
23960000	0
23964000	0
23968000	0
23972000	0
23976000	0
23980000	0
23984000	0
23988000	0
23992000	0
23996000	0
24000000	0
24004000	0
24008000	0
24012000	0
24016000	0
24020000	0
24024000	0
24028000	0
24032000	0
24036000	0
24040000	0
24044000	0
24048000	0
24052000	0
24056000	0
24060000	0
24064000	0
24068000	0
24072000	0
24076000	0
24080000	0
24084000	0
24088000	0
24092000	0
24096000	0
24100000	0
24104000	0
24108000	0
24112000	0
24116000	0
24120000	0
24124000	0
24128000	0
24132000	0
24136000	0
24140000	0
24144000	0
24148000	0
24152000	0
24156000	0
24160000	0
24164000	0
24168000	0
24172000	0
24176000	0
24180000	0
24184000	0
24188000	0
24192000	0
24196000	0
24200000	0
24204000	0
24208000	0
24212000	0
24216000	0
24220000	0
24224000	0
24228000	0
24232000	0
24236000	0
24240000	0
24244000	0
24248000	0
24252000	0
24256000	0
24260000	0
24264000	0
24268000	0
24272000	0
24276000	0
24280000	0
24284000	0
24288000	0
24292000	0
24296000	0
24300000	0
24304000	0
24308000	0
24312000	0
24316000	0
24320000	0
24324000	0
24328000	0
24332000	0
24336000	0
24340000	0
24344000	0
24348000	0
24352000	0
24356000	0
24360000	0
24364000	0
24368000	0
24372000	0
24376000	0
24380000	0
24384000	0
24388000	0
24392000	0
24396000	0
24400000	0
24404000	0
24408000	0
24412000	0
24416000	0
24420000	0
24424000	0
24428000	0
24432000	0
24436000	0
24440000	0
24444000	0
24448000	0
24452000	0
24456000	0
24460000	0
24464000	0
24468000	0
24472000	0
24476000	0
24480000	0
24484000	0
24488000	0
24492000	0
24496000	0
24500000	0
24504000	0
24508000	0
24512000	0
24516000	0
24520000	0
24524000	0
24528000	0
24532000	0
24536000	0
24540000	0
24544000	0
24548000	0
24552000	0
24556000	0
24560000	0
24564000	0
24568000	0
24572000	0
24576000	0
24580000	0
24584000	0
24588000	0
24592000	0
24596000	0
24600000	0
24604000	0
24608000	0
24612000	0
24616000	0
24620000	0
24624000	0
24628000	0
24632000	0
24636000	0
24640000	0
24644000	0
24648000	0
24652000	0
24656000	0
24660000	0
24664000	0
24668000	0
24672000	0
24676000	0
24680000	0
24684000	0
24688000	0
24692000	0
24696000	0
24700000	0
24704000	0
24708000	0
24712000	0
24716000	0
24720000	0
24724000	0
24728000	0
24732000	0
24736000	0
24740000	0
24744000	0
24748000	0
24752000	0
24756000	0
24760000	0
24764000	0
24768000	0
24772000	0
24776000	0
24780000	0
24784000	0
24788000	0
24792000	0
24796000	0
24800000	0
24804000	0
24808000	0
24812000	0
24816000	0
24820000	0
24824000	0
24828000	0
24832000	0
24836000	0
24840000	0
24844000	0
24848000	0
24852000	0
24856000	0
24860000	0
24864000	0
24868000	0
24872000	0
24876000	0
24880000	0
24884000	0
24888000	0
24892000	0
24896000	0
24900000	0
24904000	0
24908000	0
24912000	0
24916000	0
24920000	0
24924000	0
24928000	0
24932000	0
24936000	0
24940000	0
24944000	0
24948000	0
24952000	0
24956000	0
24960000	0
24964000	0
24968000	0
24972000	0
24976000	0
24980000	0
24984000	0
24988000	0
24992000	0
24996000	0
25000000	0
25004000	0
25008000	0
25012000	0
25016000	0
25020000	0
25024000	0
25028000	0
25032000	0
25036000	0
25040000	0
25044000	0
25048000	0
25052000	0
25056000	0
25060000	0
25064000	0
25068000	0
25072000	0
25076000	0
25080000	0
25084000	0
25088000	0
25092000	0
25096000	0
25100000	0
25104000	0
25108000	0
25112000	0
25116000	0
25120000	0
25124000	0
25128000	0
25132000	0
25136000	0
25140000	0
25144000	0
25148000	0
25152000	0
25156000	0
25160000	0
25164000	0
25168000	0
25172000	0
25176000	0
25180000	0
25184000	0
25188000	0
25192000	0
25196000	0
25200000	0
25204000	0
25208000	0
25212000	0
25216000	0
25220000	0
25224000	0
25228000	0
25232000	0
25236000	0
25240000	0
25244000	0
25248000	0
25252000	0
25256000	0
25260000	0
25264000	0
25268000	0
25272000	0
